"conflictID","ccode1","countryname1","ccode2","countryname2","direct","startyear","startyear_int","caplong_d","caplat_d","caplong_t","caplat_t","centlong_t","centlat_t"
126,771,"Bangladesh",750,"India",1,1975,1975,90.408607,23.72305,77.199997,28.6,79.5675317584085,22.7743217646589
129,770,"Pakistan",700,"Afghanistan",1,1973,1975,73.166656,33.7,69.183327,34.51667,65.9479387631064,33.8224098349795
129,770,"Pakistan",750,"India",1,1973,2007,73.166656,33.7,77.199997,28.6,79.5675317584085,22.7743217646589
130,531,"Eritrea",530,"Ethiopia",0,1993,1999,38.933331,15.33333,38.77513,9.01393,39.6249644308025,8.61781441242087
130,531,"Eritrea",625,"Sudan",0,1993,1997,38.933331,15.33333,32.534168,15.58806,30.031564485525,13.7607574678782
130,531,"Eritrea",679,"Yemen",0,1993,2003,38.933331,15.33333,44.18333,15.28333,47.5816368734632,15.9141208955118
131,540,"Angola",2,"United States",0,1975,1975,13.23444,-8.83833,-77.036667,38.895,-103.640410048066,44.7609206957458
131,540,"Angola",220,"France",0,1975,1976,13.23444,-8.83833,2.333333,48.86666,2.57606975321794,46.5158176983467
131,540,"Angola",461,"Togo",0,1975,1993,13.23444,-8.83833,1.231362,6.1725,0.977180919894166,8.53079684192801
131,540,"Angola",484,"Congo - Brazzaville",1,1975,1993,13.23444,-8.83833,15.28472,-4.25917,15.2258028822464,-0.839291558892186
